,date,shot_ID,serve,Global_Ball_Pos_X,Global_Ball_Pos_Y,Global_Ball_Pos_Z,Global_Ball_Vel_Pre_X,Global_Ball_Vel_Pre_Y,Global_Ball_Vel_Pre_Z,Global_Ball_Spin_Pre_X,Global_Ball_Spin_Pre_Y,Global_Ball_Spin_Pre_Z,Global_Ball_Vel_Post_X,Global_Ball_Vel_Post_Y,Global_Ball_Vel_Post_Z,Global_Ball_Spin_Post_X,Global_Ball_Spin_Post_Y,Global_Ball_Spin_Post_Z,Global_Racket_Velocity_X,Global_Racket_Velocity_Y,Global_Racket_Velocity_Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W,Global_Racket_Spin_X,Global_Racket_Spin_Y,Global_Racket_Spin_Z,Global_dx_pre,Global_dy_pre,Global_dz_pre,Before_Vel_X,Before_Vel_Y,Before_Vel_Z,Before_Spin_X,Before_Spin_Y,Before_Spin_Z,After_Vel_X,After_Vel_Y,After_Vel_Z,After_Spin_X,After_Spin_Y,After_Spin_Z,Racket_Velocity_X,Racket_Velocity_Y,Racket_Velocity_Z,Racket_Spin_X,Racket_Spin_Y,Racket_Spin_Z,Before_Dist_X,Before_Dist_Y,Before_Dist_Z,mae_poly_pre,mae_poly_post,spin_conf_pre,spin_conf_post
0,20250318,/game_0/rally_0/shot_0,True,-0.534675275423282,0.660785121066851,0.389132441467837,-1.46103294907709,0.67908145482439,2.01190028880627,-31.1427468555087,-73.6902874259109,5.25559923774629,14.6048892493998,-8.08067788705857,-1.87248688893099,94.7013350559067,92.8812766130399,116.06038795782,7.37370623054021,-5.46511337862936,0.529120306498898,-0.640089580766836,0.273688418874611,-0.00692409164968956,0.717866307136976,1.67592472797009,1.67113720805002,-11.4750256671855,0.0389835501803037,0.0176557987446953,-0.00045987604748882,-10.6398178292757,2.86467514720904,2.44765567554902,-7.17124640646075,-17.8672189098388,-81.6434874958172,7.66587030812006,-0.601083087238054,0.766583030313913,-2.7674742006807,-132.895519566634,124.777482708712,0,0,0,0,0,0,0.0269547033200609,-0.00966033945303143,0.0318084534445199,0.000426741016135219,0.000669180311635753,0.816906154155731,0.648322403430939
1,20250318,/game_0/rally_2/shot_3,False,-1.62383400011095,-0.209792677821383,0.268669506651349,-4.41263383917445,0.408440425324487,0.775130523583689,-16.6611413619921,-255.053853572708,11.1958772306426,12.7034456875033,1.72677664061646,1.88614176267699,-42.4876649613246,250.773956774442,89.940069746542,5.83434760434454,0.483042484888913,1.63600653032585,-0.71524167786576,-0.167811470513887,0.0775299603372487,-0.673986467117734,-1.98707111515112,-0.529188583797695,7.54837276623986,0.0210855520623094,0.0230462102770189,-0.0124872654003129,-9.14054206250142,-4.24078751087323,-0.889634068396045,-49.3999048762478,7.31552708819789,250.035137882225,6.60992818992577,2.65261454825378,-0.309780990343245,-31.445333108495,54.500635946703,-260.043904768468,0,0,0,0,0,0,0.0269778463457847,-0.00525951610928641,-0.0193957059145104,0.000611870647970393,0.00059451840931436,0.727483630180359,0.733986735343933
2,20250318,/game_0/rally_4/shot_0,False,-1.25503489199309,0.208420054592352,0.206219069950748,-2.91450260698103,0.479828297085483,0.494517030648733,-14.5577385600962,-116.560888220597,297.40268777459,11.4693176454745,0.0398557506051112,0.801271855085162,19.7907856788773,374.79373614544,-171.121538473506,6.10873746933289,-0.639471314610757,3.10621623843295,0.655817191572544,-0.34972433647534,0.00482430239908696,-0.669009286797385,3.47134514458612,-0.55859683965507,-6.68162263530373,-0.00294310488134331,-0.02247351000527,-0.0405945360213144,-5.99646035388851,6.3875453781583,-3.1155395400335,-100.026153085011,-275.917580180322,-141.820678847514,4.93126230952252,-0.449317977989716,3.2894691453514,-86.3671317839379,189.929267384768,353.077577701675,0,0,0,0,0,0,0.0269696994972067,0.0339486196473054,-0.0167858096664507,0.000713729258517516,0.000757806064311987,0.807559788227081,0.681087791919708
3,20250318,/game_0/rally_5/shot_0,True,-2.58511885708504,0.592116883358358,0.411224751609552,0.00521467538162901,0.0128033023273494,-2.72835215009648,27.2309999368319,-7.22282572269685,-7.82007132590534,7.91174884605383,-2.55544755216197,-1.27312589567419,-107.226828671328,-273.973069557961,109.816355873637,6.25149022121878,-2.6200111612442,-4.55759789581713,-0.223264445405082,-0.307510301571412,-0.115833307924516,0.917699867397116,-1.27536703661132,0.40119563896534,-1.49572710654831,0.0116906369940968,0.0111833597876355,0.0302987448527747,-3.97787739167875,-0.540237350625834,5.78781897245881,19.0275333197728,5.45641618775595,-22.7797385345738,3.31112609301624,-0.509586058322439,1.53383646267616,6.16935190826315,-314.415345457812,1.50302360273201,0,0,0,0,0,0,0.0269918356869423,0.00360171929852635,0.0209337262202581,0.000869025338838454,0.000786012331763375,0.755829155445099,0.820886611938477
4,20250318,/game_0/rally_5/shot_1,False,-1.66982170242227,0.233323744052086,0.238893279471085,-2.80464494809346,0.67364088737128,0.464799931421567,-5.05134771011504,198.524764081794,-7.24731759089585,11.3785255294396,-2.08658948331519,2.02834313178446,21.4823880064088,203.351623722903,9.52886954965001,5.1034308738537,-0.861857894418261,5.12237020137081,0.748788885218198,-0.0379131849576925,0.0867894947706797,-0.656007148876826,5.17159877876393,0.855756551480603,-6.10571272899055,0.024259492990804,-0.0204522466075002,-0.00433955597206881,-8.28693192675322,3.81042843144375,0.785898029028794,-43.8627662492022,-26.4234459748832,191.198084912937,6.23826766767512,3.45040350658249,0.44704315017268,-17.2827490388851,-42.158848857475,198.59253832517,0,0,0,0,0,0,0.0269662321243206,0.00846722433181256,-0.0150591359191558,0.000606106877032243,0.000775680316050665,0.873650252819061,0.815491855144501
5,20250318,/game_0/rally_6/shot_0,True,-2.58016266333198,0.606953192048422,0.407323341194569,-0.0768686335883839,0.0698755193000167,-2.72563120606772,38.6048586516974,-65.0490631815732,3.58117926312103,7.74857882472735,-2.51632754504694,-1.34035581203751,-99.1408352812331,-292.115444827696,104.106088750233,6.19343233094574,-2.77103169888782,-4.47192531188927,-0.223356323584292,-0.307478122217857,-0.115842616985932,0.917687117247562,-1.22959620684886,0.402862891094324,-1.40830971280268,0.0157845581835505,0.0266244058825075,0.0269724598384754,-4.06733834448964,-0.344400572909772,5.87026417611755,39.2330930563416,-44.9138629173243,-48.3646849241945,3.11648899257011,-0.333686565144087,1.59971712315654,10.2511115658006,-325.485138737438,-15.5305680352811,0,0,0,0,0,0,0.0269898748268795,0.0196417702174413,0.0239013048794239,0.000821142190829688,0.00100825215601066,0.687473058700562,0.86401504278183
6,20250318,/game_0/rally_6/shot_1,False,-1.52049694133166,0.491110859004493,0.235193357002572,-2.53333191220298,0.867323165476767,0.585505543514442,6.54222750710594,182.509108973101,-1.11711142152534,12.426408477169,-2.11930288150952,1.53295102454365,29.5421466437455,238.104476743263,-39.8065888710322,6.91786326312318,-0.907754432910668,5.11952032079339,0.73139659879203,-0.0973056978619951,0.0844482745631924,-0.669670893321742,6.36701346453867,5.33945002825968,-8.77041306666882,0.0409116429278942,0.0503014312397536,-0.0422486639150999,-9.79071207631564,4.7430774130866,-0.246038144500263,-45.139396375812,-22.5359383910701,170.006641494752,5.4288428836379,3.61338976758,0.590844909463146,-36.8416262107545,10.649305216446,232.828639871953,0,0,0,0,0,0,0.0269913136006556,0.0366521256129117,0.0625862348492433,0.000999906077406315,0.0008723755854767,0.728949248790741,0.749099910259247
7,20250318,/game_0/rally_6/shot_2,False,-1.81078092656389,0.28554087034081,0.299540102685569,-6.10916390809169,0.622763526694603,1.06097056405075,-42.4944695904569,-351.855361148554,42.9258214312027,12.3721514132877,-0.448477013979126,1.67520386598996,5.11438683582022,469.532459566581,-84.68550633007,5.59415740033473,0.570277341658354,2.9824750426426,0.675967554981953,-0.267014221362738,-0.173478571804499,-0.664587432416865,3.14160390116747,1.27378364774769,-6.68460942918502,0.0252582050600654,-0.0107148145764744,-0.00923240609637016,-8.19488633051144,8.37435367344985,-1.10338933619517,-19.5753136251098,-22.143326317544,-358.288318473442,6.31637436944784,-3.08139050149576,0.0249249593203459,-13.5125088671164,73.8384253774812,468.742486238445,0,0,0,0,0,0,0.0269754669264426,-0.00778017460490218,-0.00705794331306736,0.000781433994277157,0.00089543955300605,0.670761644840241,0.71675968170166
8,20250318,/game_0/rally_8/shot_0,False,-1.40986328882354,-0.112114277368164,0.216404123813845,-2.36806699224484,0.0146398675930359,0.127053873466121,68.0660858039802,-16.1638991939664,155.350204181032,5.05951558886675,1.61606165496486,1.91758886154236,130.711401933655,-226.732024949542,125.833495933029,2.58463196050371,-0.529154458890219,-0.28811693070101,0.930571260823852,0.0195827918025856,0.361616352435568,-0.0537331968630046,-1.92913512600824,-1.14553269760276,-4.39841071857295,0.0177707785027248,0.0527732727666841,0.0207429069099818,-3.47343721754939,-1.00943453495646,-3.7600612869322,159.521899127181,6.47814614465827,-71.800414824604,3.21085779113425,-2.19472796899044,0.0941351268419682,186.316497197617,222.92031532376,-32.1842035179966,0,0,0,0,0,0,0.0269860833641266,-0.052870393161812,0.00274952827876931,0.000522599635021922,0.000627489733379949,0.84073680639267,0.740323960781097
9,20250318,/game_0/rally_9/shot_1,False,-1.8199848251752,0.0930762005064025,0.189099327544682,-3.30589042540752,0.56782697514926,0.226428388105493,24.3089419014594,62.2717543822144,-49.9687770933688,6.63642170136747,0.581077433443433,2.69048256581961,16.733954709387,67.9063652321754,24.0664472214488,1.93070303871727,0.67540971307086,2.90043950100254,0.756705697504207,0.108023419079257,0.0510518157995331,-0.642745004180249,3.59300199146958,3.50293621251003,-2.89193365451691,0.0341319409645517,0.0372387713365214,-0.0453675673307511,-5.63513861843015,1.42314245122623,0.603421864406693,15.7009389796417,41.1804349600018,64.473293969262,4.55715500958118,1.32933646237221,-0.411299786307049,24.8945049566652,-32.6028995791032,58.0047857445981,0,0,0,0,0,0,0.0269964502233137,0.0458488977972569,0.042178215897409,0.00073988879601546,0.00106920515985502,0.615069627761841,0.761151075363159
10,20250318,/game_0/rally_12/shot_0,False,-1.69185853363888,0.0599133825433,0.185810194408987,-4.23070621760169,1.26976795777176,0.454213846269091,-57.2936870888501,-232.759423062584,-108.598563508931,10.5210192823346,-0.466644323465631,2.35503313516894,-2.45650801144721,286.75944747178,9.40265785902535,4.65521043929065,1.15038200801302,2.36783302819152,0.749147758009556,-0.122356235939394,-0.144711308658426,-0.634716649649562,2.969322849396,4.57540116539312,-6.8023707689685,0.0146400036438288,-0.0347443032500993,-0.0360485782501869,-7.22636660927283,4.69198371405531,0.897874347531007,-18.140982295528,154.321391792318,-214.890034229438,5.75778938089449,-2.17731287755487,-2.01178273955879,-10.9607402909436,-59.21616554361,276.212212789,0,0,0,0,0,0,0.0269906795450676,0.0333415373967373,-0.029678972532813,0.000812134462305939,0.000947047556669804,0.862517416477203,0.577705204486847
11,20250318,/game_0/rally_16/shot_0,False,-1.25549270619376,0.597885583027164,0.191801443404984,-2.61198121535883,0.619820417478711,0.116083671615641,16.6183199726252,-72.4005409141514,249.01291712213,13.3335011056026,-1.47955005467294,0.721342104985645,78.9649246909322,453.345763889741,-142.74214331226,7.74221128456798,-1.75249636945465,4.04619671176005,0.668950512077814,-0.327945276996137,0.0037268808317169,-0.667040641974703,4.24851319181123,-0.227925218471286,-7.95808369775537,0.0137707995360361,0.0157326367156081,-0.0534951885483349,-7.50492536575969,8.36740200014842,-2.19548968233301,-69.4110182684949,-242.900622318738,-87.0482168606854,5.68006940254396,0.688438868871316,2.92520741736873,-84.3245343307593,135.821801004125,451.575229177379,0,0,0,0,0,0,0.0269650328399599,0.0435497780953091,0.0259844147037819,0.000687132533217297,0.000553002600004843,0.635944962501526,0.749328196048737
